product_name,brand,price,category,market_name,image_url,link,query_date
Pack 24 un. cerveza stella artois lager 5.2° 330 cc,Stella artois,13990,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/320505-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-24-unidades-cerveza-stella-artois-lager-5-2g-330-cc-1976135-pak/p,2025-04-24 15:56:46
Pack 18 un. cerveza corona lager 4.5° 330 cc,Corona,15790,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/320466-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-18-unidades-cerveza-corona-lager-4-5g-330-cc-1976139-pak/p,2025-04-24 15:56:46
Pack 24 un. cerveza heineken lager 5.0° 330 cc,Heineken,13990,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/319542-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-24-unidades-cerveza-heineken-lager-5-0g-330-cc-1968681-pak/p,2025-04-24 15:56:46
Pack 12 un. cerveza heineken 350 cc,Heineken,6990,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/302344-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-de-cervezas-heineken-12-unid-350-cc-c-u/p,2025-04-24 15:56:46
Pack 12 un. cerveza stella artois lager 5.2° 354 cc,Stella artois,6990,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/320579-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-12-unidades-cerveza-stella-artois-lager-5-2g-354-cc-1976130-pak/p,2025-04-24 15:56:47
Pack 18 un. cerveza cusqueña gold lager 4.8° 354 cc,Cusqueña,10490,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/320601-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-18-unidades-cerveza-cusquena-gold-lager-4-8g-354-cc-1976140-pak/p,2025-04-24 15:56:47
Pack 12 un. cerveza coors lager 5.0° 350 cc,Coors,6990,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/319539-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-12-unidades-cerveza-coors-lager-5-0g-350-cc-1966564-pak/p,2025-04-24 15:56:47
Pack 18 un. cerveza sol lager 4.5° 330 cc,Sol,10990,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/319563-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-18-unidades-cerveza-sol-lager-4-5g-330-cc-1964132-pak/p,2025-04-24 15:56:47
Pack 6 un. cerveza stones maracuya fuit beer 2.5° 350 cc,Stones,3990,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/307646-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-6-unidades-cerveza-stones-maracuya-fuit-beer-2-5g-350-cc-1649567-pak/p,2025-04-24 15:56:47
Pack 24 un. cerveza quilmes lager 4.9° 300 cc,Quilmes,11290,Cervezas,Jumbo,https://jumbocl.vtexassets.com/arquivos/ids/319270-160-160?width=160&height=160&aspect=true,https://www.jumbo.cl/pack-24-unidades-cerveza-quilmes-lager-4-9g-300-cc-1962096-pak/p,2025-04-24 15:56:47
